X,Y,OBJECTID,ADDRESS,FOLDERTYPE,FILENO,INDATE,ISSUEDATE,WORKDESC,SUBDESC,FOLDERSTATUSDESC,REFERENCEFILE,RESUNITS,CONSTRUCTVALUE,PROPINFOVALUE_WARD
601604.662910002,4802439.51044,4849,5133 MEADOWHILL RD.   ,PL Plumbing,24-016489,2024/08/14 00:00:00+00,2024/08/23 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,8650,5
601503.187520002,4802237.0,4850,5091 MEADOWHILL RD.   ,SO Other Single Detached Dwelling,22-022119,2022/10/17 00:00:00+00,2023/01/26 00:00:00+00,New,Attached Deck,Final,ZC-492/22,0,20000,5
601480.218640002,4802272.68425,4851,5095 MEADOWHILL RD.   ,PL Plumbing,25-023503,2025/12/05 00:00:00+00,2025/12/11 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,17235,5
601710.219460002,4802977.24623,4852,395 MEADOWHILL RD.   ,PL Plumbing,22-020581,2022/09/23 00:00:00+00,2022/10/11 00:00:00+00,Internal Plumbing - New,Single Detached Dwelling,Final,,,5650,5
601710.219460002,4802977.24623,4853,395 MEADOWHILL RD.   ,PL Plumbing,22-026048,2022/12/21 00:00:00+00,2023/01/05 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,16000,5
601684.031940002,4803002.74623,4854,403 MEADOWHILL RD.   ,SO Other Single Detached Dwelling,23-009066,2023/05/17 00:00:00+00,2023/07/08 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-440/22,0,140000,5
601909.811120003,4802784.33054,4855,321 MEADOWHILL RD.   ,SO Other Single Detached Dwelling,24-020383,2024/10/15 00:00:00+00,2024/10/29 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,10000,5
601833.544650002,4802741.57902,4858,5231 MEADOWHILL RD.   ,SO Other Single Detached Dwelling,23-008707,2023/05/15 00:00:00+00,2023/06/03 00:00:00+00,New,Accessory Building,Final,ZC-608/22,0,10000,5
601911.687520002,4802759.0,4859,5248 MEADOWHILL RD.   ,PL Plumbing,25-006978,2025/04/24 00:00:00+00,2025/05/02 00:00:00+00,Internal Plumbing - New,Single Detached Dwelling,Final,,,4400,5
596165.309890002,4804253.40024,4861,4013 MEDLAND DR.   ,M9 Multi-Res (Part 9),23-007706,2023/05/03 00:00:00+00,2023/05/11 00:00:00+00,Renovation (No ZC Reqd),Row Townhouse,Issued,,0,5000,6
594143.278520002,4801538.71798,4862,2231 MELANIE CRT.   ,PL Plumbing,24-016386,2024/08/19 00:00:00+00,2024/08/22 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,3200,3
600218.937480003,4800483.5,4863,4042 MELBA LANE   ,PL Plumbing,26-005993,2026/04/02 00:00:00+00,2026/04/21 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,9800,4
600285.511720003,4800411.3144,4864,4052 MELBA LANE   ,SO Other Single Detached Dwelling,24-023408,2024/11/29 00:00:00+00,2024/12/13 00:00:00+00,New,Attached Garage/Carport,Issued,ZC-708/24,0,15000,4
600285.511720003,4800411.3144,4865,4052 MELBA LANE   ,SO Other Single Detached Dwelling,24-015595,2024/08/07 00:00:00+00,2024/09/09 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-411/24,0,200000,4
600305.894210002,4800403.89352,4867,4054 MELBA LANE   ,SO Other Single Detached Dwelling,23-023769,2023/12/20 00:00:00+00,2024/01/04 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,20000,4
600318.370700003,4800474.34107,4868,4061 MELBA LANE   ,SO Other Single Detached Dwelling,23-009187,2023/05/19 00:00:00+00,2023/09/13 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-099/23,0,200000,4
593814.375000002,4801898.5,4870,2164 MELISSA CRES.   ,DS Designated Structure,23-023771,2023/12/20 00:00:00+00,2024/01/12 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,,,35000,3
593960.903060002,4802050.81739,4871,2192 MELISSA CRES.   ,PL Plumbing,22-018784,2022/08/26 00:00:00+00,2022/09/06 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Issued,,,4500,3
594031.482000003,4802571.0044,4875,2290 MELISSA CRES.   ,PL Plumbing,24-007836,2024/04/22 00:00:00+00,2024/05/02 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,5000,3
602187.750000002,4803559.0,4876,388 MELORES DR.   ,PL Plumbing,24-002376,2024/02/08 00:00:00+00,2024/02/13 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,11000,5
602122.312520002,4803689.5,4877,423 MELORES DR.   ,SO Other Single Detached Dwelling,22-015863,2022/07/26 00:00:00+00,2022/11/14 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,52293.6,5
602454.500000002,4803462.5,4878,318 MELORES DR.   ,SO Other Single Detached Dwelling,23-001463,2023/01/25 00:00:00+00,2023/03/28 00:00:00+00,Addition,Single Detached Dwelling,Issued,,0,149000,5
602454.500000002,4803462.5,4879,318 MELORES DR.   ,PL Plumbing,23-003580,2023/03/03 00:00:00+00,2023/03/17 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,3500,5
601720.500000002,4803067.0,4881,5273 MERICOURT RD.   ,SO Other Single Detached Dwelling,24-003191,2024/02/23 00:00:00+00,2024/03/12 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,26693,5
601835.000000002,4803124.5,4883,5304 MERICOURT RD.   ,SO Other Single Detached Dwelling,23-018178,2023/09/12 00:00:00+00,2023/11/28 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-706/23,0,250000,5
601913.102710002,4803173.23856,4884,5328 MERICOURT RD.   ,PL Plumbing,22-016784,2022/08/05 00:00:00+00,2022/08/10 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,7000,5
601913.102710002,4803173.23856,4885,5328 MERICOURT RD.   ,DS Designated Structure,24-011598,2024/06/12 00:00:00+00,2024/07/03 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Issued,,,12000,5
602050.562480003,4803327.5,4886,5380 MERICOURT RD.   ,SO Other Single Detached Dwelling,23-012106,2023/09/27 00:00:00+00,2023/10/16 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,ZC-045/23,0,0,5
602050.562480003,4803327.5,4887,5380 MERICOURT RD.   ,SO Other Single Detached Dwelling,23-012106,2023/06/21 00:00:00+00,2023/09/08 00:00:00+00,New,Accessory Dwelling Units,Issued,ZC-045/23,1,89000,5
602061.875000002,4803342.0,4888,5386 MERICOURT RD.   ,PL Plumbing,26-004147,2026/03/05 00:00:00+00,2026/03/05 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,15000,5
602073.125000002,4803356.5,4889,5390 MERICOURT RD.   ,SO Other Single Detached Dwelling,25-017956,2026/02/18 00:00:00+00,2026/04/15 00:00:00+00,New,Accessory Dwelling Units,Issued,ZC-731/25,0,0,5
602073.125000002,4803356.5,4890,5390 MERICOURT RD.   ,SO Other Single Detached Dwelling,25-017956,2025/09/17 00:00:00+00,2025/12/11 00:00:00+00,New,Accessory Dwelling Units,Issued,ZC-731/25,1,15000,5
602073.125000002,4803356.5,4891,5390 MERICOURT RD.   ,SO Other Single Detached Dwelling,25-017188,2025/09/10 00:00:00+00,2025/12/11 00:00:00+00,New,Accessory Dwelling Units,Issued,ZC-731/25,1,50000,5
602073.125000002,4803356.5,4892,5390 MERICOURT RD.   ,PL Plumbing,25-022216,2025/11/20 00:00:00+00,2025/11/25 00:00:00+00,Water Service Pipe,Single Detached Dwelling,Final,,,5000,5
602073.125000002,4803356.5,4893,5390 MERICOURT RD.   ,PL Plumbing,22-019582,2022/09/08 00:00:00+00,2022/09/21 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,10000,5
602084.437480003,4803371.0,4894,5396 MERICOURT RD.   ,PL Plumbing,22-019145,2022/09/01 00:00:00+00,2022/09/16 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,13000,5
596020.437480003,4801888.5,4895,3128 MICHAEL CRES.   ,SO Other Single Detached Dwelling,25-017636,2025/09/15 00:00:00+00,2025/11/05 00:00:00+00,New,Attached Deck,Final,,0,15000,4
595970.879900002,4801963.4395,4896,3141 MICHAEL CRES.   ,PL Plumbing,24-021925,2024/11/06 00:00:00+00,2024/11/07 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,2700,4
596012.000000002,4802032.0,4897,3146 MICHAEL CRES.   ,PL Plumbing,22-017765,2022/08/17 00:00:00+00,2022/08/17 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,11000,4
595954.661790002,4802073.34476,4898,3156 MICHAEL CRES.   ,DS Designated Structure,23-002294,2023/02/09 00:00:00+00,2023/02/18 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,,,25000,4
593695.812480003,4802407.0,4901,2242 MIDDLESMOOR CRES.   ,PL Plumbing,24-023645,2024/12/04 00:00:00+00,2024/12/09 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,3000,3
593661.500000002,4802457.5,4902,2267 MIDDLESMOOR CRES.   ,SO Other Single Detached Dwelling,23-015393,2023/08/03 00:00:00+00,2023/09/18 00:00:00+00,Renovation,Single Detached Dwelling,Issued,ZC-736/22,0,15000,3
593714.441760003,4802476.61987,4904,2275 MIDDLESMOOR CRES.   ,SO Other Single Detached Dwelling,24-007365,2024/04/16 00:00:00+00,2024/05/23 00:00:00+00,Renovation,Single Detached Dwelling,Issued,ZC-936/23,0,50000,3
593755.187520002,4802505.0,4905,2285 MIDDLESMOOR CRES.   ,PL Plumbing,23-013729,2023/07/13 00:00:00+00,2023/07/20 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,8200,3
593976.984920003,4802334.71092,4906,2318 MIDDLESMOOR CRES.   ,PL Plumbing,25-005716,2025/04/03 00:00:00+00,2025/04/09 00:00:00+00,Internal Plumbing - New,Semi-Detached Dwelling,Final,,,10780,3
594008.412070002,4802371.8716,4907,2361 MIDDLESMOOR CRES.   ,SS Semi-Detached Dwelling,24-021466,2025/05/07 00:00:00+00,2025/06/09 00:00:00+00,Repair (No ZC Reqd),Semi-Detached Dwelling,Final,,0,0,3
594008.412070002,4802371.8716,4908,2361 MIDDLESMOOR CRES.   ,SS Semi-Detached Dwelling,24-021466,2024/10/30 00:00:00+00,2024/11/06 00:00:00+00,Repair (No ZC Reqd),Semi-Detached Dwelling,Final,,0,40000,3
593999.625000002,4802224.5,4909,2395 MIDDLESMOOR CRES.   ,SO Other Single Detached Dwelling,23-006718,2023/04/20 00:00:00+00,2023/05/18 00:00:00+00,Renovation,Single Detached Dwelling,Issued,ZC-682/22,0,18034,3
585957.373930003,4806231.60581,4912,6211 MILBUROUGH LINE   ,SO Other Single Detached Dwelling,24-002255,2024/02/07 00:00:00+00,2024/03/04 00:00:00+00,New,Detached Garage,Final,ZC-911/23,0,300000,3
586757.383510002,4805385.62618,4914,5715 MILBUROUGH LINE   ,SO Other Single Detached Dwelling,23-003800,2023/03/08 00:00:00+00,2023/04/19 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-666/22,0,150000,3
586757.383510002,4805385.62618,4915,5715 MILBUROUGH LINE   ,PL Plumbing,23-003764,2023/03/08 00:00:00+00,2023/03/31 00:00:00+00,Septic System - Alteration,Single Detached Dwelling,Final,,,8000,3
587344.478110002,4804885.85659,4916,5489 MILBUROUGH LINE   ,AP Agricultural,22-025603,2022/12/14 00:00:00+00,2024/01/05 00:00:00+00,New,Barn,Final,,,150000,3
587214.314960002,4804991.61643,4917,5569 MILBUROUGH LINE   ,AP Agricultural,23-012085,2023/06/20 00:00:00+00,2023/09/05 00:00:00+00,New,Farm Storage Facility,Final,ZC-509/23,,500000,3
585105.604940002,4807085.36749,4918,6523 MILBUROUGH LINE   ,AP Agricultural,24-010658,2024/05/31 00:00:00+00,2024/08/29 00:00:00+00,New,Farm Storage Facility,Final,ZC-187/24,,100000,3
585221.021640002,4806876.30824,4919,6465 MILBUROUGH LINE   ,PL Plumbing,25-008814,2025/05/21 00:00:00+00,2025/06/12 00:00:00+00,Septic System - New,Single Detached Dwelling,Final,,,25000,3
592466.739300002,4804838.1357,4920,4004 MILLAR CRES.   ,SO Other Single Detached Dwelling,23-008079,2023/05/09 00:00:00+00,2023/08/02 00:00:00+00,New,Accessory Building,Issued,ZC-605/22,0,60000,3
592466.739300002,4804838.1357,4922,4004 MILLAR CRES.   ,SO Other Single Detached Dwelling,22-023974,2022/11/15 00:00:00+00,2023/04/18 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,40000,3
592466.739300002,4804838.1357,4923,4004 MILLAR CRES.   ,PL Plumbing,23-007796,2023/05/04 00:00:00+00,2023/07/07 00:00:00+00,Septic System - New,Single Detached Dwelling,Final,,,50000,3
596985.625000002,4804645.0,4928,4170 MILLCROFT PARK DR.   ,SO Other Single Detached Dwelling,21-028176,2023/01/10 00:00:00+00,2023/01/26 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,0,6
597109.562520002,4804781.5,4930,4190 MILLCROFT PARK DR.   ,SF New Single Detached Dwelling,23-007219,2023/04/26 00:00:00+00,2023/05/15 00:00:00+00,Infill,Single Detached Dwelling,Final,,1,800000,6
597109.562520002,4804781.5,4931,4190 MILLCROFT PARK DR.   ,SO Other Single Detached Dwelling,22-015101,2023/01/13 00:00:00+00,2023/01/17 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,0,6
597109.562520002,4804781.5,4932,4190 MILLCROFT PARK DR.   ,SO Other Single Detached Dwelling,22-015101,2022/07/18 00:00:00+00,2022/11/18 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,15000,6
597152.437480003,4805325.0,4934,4241 MILLCROFT PARK DR.   ,SO Other Single Detached Dwelling,23-010410,2023/06/02 00:00:00+00,2023/06/13 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,50000,6
597152.437480003,4805325.0,4935,4241 MILLCROFT PARK DR.   ,DS Designated Structure,24-023554,2024/12/03 00:00:00+00,2024/12/16 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Issued,,,28589.11,6
596524.587650002,4803953.09273,4936,4090 MILLCROFT PARK DR.   ,SO Other Single Detached Dwelling,25-013255,2025/07/16 00:00:00+00,2025/10/24 00:00:00+00,New,Attached Deck,Final,ZC-775/24,0,36000,6
596524.587650002,4803953.09273,4937,4090 MILLCROFT PARK DR.   ,SO Other Single Detached Dwelling,25-013241,2025/07/16 00:00:00+00,2025/10/24 00:00:00+00,New,Attached Deck,Final,ZC-775/24,0,84000,6
596546.153860002,4805809.03109,4938,4360 MILLCROFT PARK DR.   ,SO Other Single Detached Dwelling,24-015042,2024/07/31 00:00:00+00,2024/08/19 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,13000,6
596141.875000002,4805890.0,4939,4403 MILLCROFT PARK DR.   ,SO Other Single Detached Dwelling,23-019973,2023/10/16 00:00:00+00,2023/12/13 00:00:00+00,New,Attached Deck,Issued,ZC-501/23,0,50000,6
597151.687520002,4804997.5,4940,4211 MILLCROFT PARK DR.  UNIT 19,M9 Multi-Res (Part 9),23-016828,2023/08/25 00:00:00+00,2023/09/14 00:00:00+00,Renovation (No ZC Reqd),Row Townhouse,Issued,,0,20000,6
595053.300960002,4806236.26664,4941,3344 MINERVA WAY   ,DS Designated Structure,23-006810,2023/04/21 00:00:00+00,2023/05/16 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,,,36.53,6
596180.211410002,4797923.51049,4943,775 MIRIAM CRES.   ,PL Plumbing,24-020261,2024/10/11 00:00:00+00,2024/10/15 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,3600,2
596528.812480003,4796350.5,4944,1050 MOHAWK RD.   ,SO Other Single Detached Dwelling,26-008627,2026/05/07 00:00:00+00,2026/05/22 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,30000,1
596571.349690002,4796394.50751,4945,1064 MOHAWK RD.   ,SF New Single Detached Dwelling,24-005969,2024/04/02 00:00:00+00,2025/12/31 00:00:00+00,New,Single Detached Dwelling,Issued,ZC-717/23,1,655000,1
599723.750000002,4800178.0,4947,350 MONICA CRES.   ,SF New Single Detached Dwelling,23-007590,2023/05/02 00:00:00+00,2023/05/28 00:00:00+00,Infill,Single Detached Dwelling,Final,ZC-592/22,1,1000000,4
599723.750000002,4800178.0,4948,350 MONICA CRES.   ,SO Other Single Detached Dwelling,23-005419,2023/03/31 00:00:00+00,2023/04/20 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,30000,4
593142.906820002,4800941.70085,4950,1305 MONMOUTH DR.   ,SO Other Single Detached Dwelling,23-021818,2023/11/15 00:00:00+00,2023/12/20 00:00:00+00,Renovation,Single Detached Dwelling,Issued,ZC-393/23,0,10000,1
593142.906820002,4800941.70085,4951,1305 MONMOUTH DR.   ,DS Designated Structure,25-006155,2025/04/10 00:00:00+00,2025/05/07 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Issued,,,37116.82,1
593390.345730002,4801012.7017,4954,1355 MONMOUTH DR.   ,PL Plumbing,22-021380,2022/10/06 00:00:00+00,2022/10/12 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,13000,1
598719.062520002,4800445.0,4955,629 MONTEGO CRES.   ,PL Plumbing,24-015497,2024/08/06 00:00:00+00,2024/08/07 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,2500,4
598692.312480003,4800472.5,4956,632 MONTEGO CRES.   ,PL Plumbing,24-015431,2024/08/07 00:00:00+00,2024/08/08 00:00:00+00,Backwater Valve,Single Detached Dwelling,Issued,,,2500,4
598692.312480003,4800472.5,4957,632 MONTEGO CRES.   ,PL Plumbing,24-019353,2024/09/27 00:00:00+00,2024/10/02 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,7760,4
598656.312480003,4800549.5,4958,654 MONTEGO CRES.   ,SO Other Single Detached Dwelling,25-009150,2025/05/26 00:00:00+00,2025/06/09 00:00:00+00,Renovation,Single Detached Dwelling,Final,ZC-489/25,0,20000,4
598656.312480003,4800549.5,4959,654 MONTEGO CRES.   ,PL Plumbing,25-006071,2025/04/09 00:00:00+00,2025/04/09 00:00:00+00,Internal Plumbing - New,Single Detached Dwelling,Final,,,4420,4
598667.547740002,4800602.53967,4960,657 MONTEGO CRES.   ,SO Other Single Detached Dwelling,23-023823,2023/12/21 00:00:00+00,2024/01/15 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,ZC-921/23,0,125000,4
598563.176910003,4800697.58786,4965,675 MONTEGO CRES.   ,SO Other Single Detached Dwelling,23-001176,2023/01/19 00:00:00+00,2023/03/03 00:00:00+00,Addition,Single Detached Dwelling,Final,,0,275000,4
594203.562520002,4802530.0,4968,2338 MONTGOMERY DR.   ,PL Plumbing,23-002714,2023/02/16 00:00:00+00,2023/03/03 00:00:00+00,Internal Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,7500,3
596978.438980002,4805347.10966,4973,4120 MONTROSE CRES.   ,SO Other Single Detached Dwelling,23-002555,2023/02/14 00:00:00+00,2023/03/12 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,56245.75,6
597033.628680002,4805397.95755,4974,4130 MONTROSE CRES.   ,DS Designated Structure,25-014352,2025/07/30 00:00:00+00,2025/08/18 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Issued,,,24394.88,6
594999.190560002,4806310.4388,4978,3356 MOSES WAY   ,SO Other Single Detached Dwelling,24-006002,2024/04/02 00:00:00+00,2024/04/30 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,ZC-198/24,0,20000,6
594871.312480003,4801050.0,4979,1516 MOSS GLEN CRT.   ,SO Other Single Detached Dwelling,24-024529,2024/12/20 00:00:00+00,2025/01/14 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,40000,3
595188.933150003,4800824.26716,4981,1415 MOSS GLEN RD.   ,SO Other Single Detached Dwelling,26-005507,2026/03/25 00:00:00+00,2026/06/03 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-817/24,0,10000,3
595155.995630003,4800855.26716,4982,1427 MOSS GLEN RD.   ,SO Other Single Detached Dwelling,24-017758,2024/09/05 00:00:00+00,2024/09/17 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,25000,3
595037.250000002,4800973.5,4983,1471 MOSS GLEN RD.   ,SO Other Single Detached Dwelling,23-011611,2023/06/14 00:00:00+00,2023/07/26 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-050/23,0,100000,3
595227.876920003,4800332.14048,4985,2129 MOUNT FOREST DR.   ,PL Plumbing,24-023567,2024/12/03 00:00:00+00,2024/12/04 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,2500,3
595241.328870002,4800346.328,4986,2133 MOUNT FOREST DR.   ,PL Plumbing,25-012513,2025/07/07 00:00:00+00,2025/07/18 00:00:00+00,Internal Plumbing - New,Single Detached Dwelling,Final,,,3000,3
595249.439700002,4800355.70015,4987,2137 MOUNT FOREST DR.   ,SO Other Single Detached Dwelling,25-006688,2025/04/17 00:00:00+00,2025/06/09 00:00:00+00,New,Accessory Dwelling Units,Issued,ZC-190/25,1,35000,3
595330.774950002,4800665.98013,4991,2205 MOUNT FOREST DR.   ,GP Institutional/Government,25-007421,2025/04/30 00:00:00+00,2025/06/10 00:00:00+00,Repair (No ZC Reqd),Arena/Pool/Recreation Facility,Final,,,170000,3
595257.187520002,4800295.5,4994,2124 MOUNT FOREST DR.   ,SO Other Single Detached Dwelling,23-016454,2023/08/21 00:00:00+00,2023/08/28 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,50000,3
595280.062520002,4800319.0,4996,2134 MOUNT FOREST DR.   ,SO Other Single Detached Dwelling,25-019210,2026/04/22 00:00:00+00,2026/05/27 00:00:00+00,Repair,Single Detached Dwelling,Issued,ZC-760/25,0,0,3
595280.062520002,4800319.0,4998,2134 MOUNT FOREST DR.   ,SO Other Single Detached Dwelling,25-019210,2025/10/08 00:00:00+00,2025/10/17 00:00:00+00,Repair,Single Detached Dwelling,Issued,ZC-760/25,0,100000,3
595382.250000002,4800434.0,5000,2176 MOUNT FOREST DR.   ,PL Plumbing,23-021551,2023/11/08 00:00:00+00,2023/11/24 00:00:00+00,Internal Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,5650,3
595656.342190002,4800778.6614,5001,2292 MOUNT FOREST DR.   ,SO Other Single Detached Dwelling,23-013331,2023/07/10 00:00:00+00,2023/07/17 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,30000,3
595831.436890002,4801214.09606,5004,2409 MOUNT FOREST DR.   ,SO Other Single Detached Dwelling,22-024501,2022/11/25 00:00:00+00,2022/12/16 00:00:00+00,Demolition -Building,Attached Garage/Carport,Final,,,6000,3
595860.608940003,4801255.87789,5005,2419 MOUNT FOREST DR.   ,SO Other Single Detached Dwelling,23-004393,2023/03/17 00:00:00+00,2023/04/05 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,25651,3
595860.608940003,4801255.87789,5006,2419 MOUNT FOREST DR.   ,PL Plumbing,23-004075,2023/03/14 00:00:00+00,2023/03/20 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,11000,3
595975.250000002,4801462.5,5007,2465 MOUNT FOREST DR.   ,CP Commercial,24-011355,2024/06/07 00:00:00+00,2025/01/09 00:00:00+00,Renovation,Retail Store,Issued,ZC-660/23,,10000,3
