X,Y,OBJECTID,ADDRESS,FOLDERTYPE,FILENO,INDATE,ISSUEDATE,WORKDESC,SUBDESC,FOLDERSTATUSDESC,REFERENCEFILE,RESUNITS,CONSTRUCTVALUE,PROPINFOVALUE_WARD
601012.841180002,4803373.55613,678,604 BLUE FOREST HILL   ,PL Plumbing,24-001828,2024/01/30 00:00:00+00,2024/02/02 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,17500,5
600993.370550002,4803398.46693,679,612 BLUE FOREST HILL   ,SO Other Single Detached Dwelling,24-005980,2024/04/02 00:00:00+00,2024/04/19 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,90000,5
597673.937480003,4805709.5,680,5102 BLUE SPRUCE AVE.   ,DS Designated Structure,25-014339,2025/07/30 00:00:00+00,2025/08/18 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Issued,,,21594.98,5
598148.863310003,4806168.33021,683,5435 BLUE SPRUCE AVE.   ,SO Other Single Detached Dwelling,24-018202,2024/09/10 00:00:00+00,2024/10/22 00:00:00+00,New,Accessory Dwelling Units,Final,ZC-518/24,1,65300,5
598697.687520002,4806794.5,684,5928 BLUE SPRUCE AVE.   ,SO Other Single Detached Dwelling,22-018372,2022/08/24 00:00:00+00,2022/09/06 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,5380,5
598787.396590002,4806874.18177,686,5950 BLUE SPRUCE AVE.   ,SO Other Single Detached Dwelling,25-004343,2025/03/12 00:00:00+00,2025/06/23 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-592/24,0,100000,5
598567.312480003,4806666.5,687,5896 BLUE SPRUCE AVE.   ,SO Other Single Detached Dwelling,25-010330,2025/06/06 00:00:00+00,2025/08/06 00:00:00+00,Renovation,Accessory Dwelling Units,Final,ZC-463/25,1,50000,5
601314.225190002,4800940.71878,688,143 BLUE WATER PL.   ,SO Other Single Detached Dwelling,24-014601,2024/07/22 00:00:00+00,2024/07/26 00:00:00+00,Demolition -Building,Single Detached Dwelling,Issued,,,30000,4
594625.492720002,4796033.86568,689,377 BLUEBIRD CRT.   ,SO Other Single Detached Dwelling,25-013259,2025/07/17 00:00:00+00,2025/08/13 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,30000,1
594927.242160003,4800143.9772,690,2041 BLUEFIELDS DR.   ,M9 Multi-Res (Part 9),23-003191,2023/02/27 00:00:00+00,2023/03/10 00:00:00+00,Repair (No ZC Reqd),Row Townhouse,Issued,,0,5000,3
591556.679130002,4806063.48706,700,2619 BLUFFS WAY   ,SO Other Single Detached Dwelling,24-003523,2024/02/28 00:00:00+00,2024/12/02 00:00:00+00,New,Accessory Building,Issued,ZC-003/23,0,50000,3
591556.679130002,4806063.48706,701,2619 BLUFFS WAY   ,SF New Single Detached Dwelling,24-003526,2024/02/28 00:00:00+00,2024/12/02 00:00:00+00,New,Single Detached Dwelling,Issued,ZC-003/23,1,1600000,3
591556.679130002,4806063.48706,702,2619 BLUFFS WAY   ,PL Plumbing,24-007606,2024/04/19 00:00:00+00,2024/07/09 00:00:00+00,Septic System - New,Single Detached Dwelling,Issued,,,50000,3
600389.687520002,4800988.5,703,344 BLYTHEWOOD RD.   ,SO Other Single Detached Dwelling,23-022374,2023/11/24 00:00:00+00,2024/01/09 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-133/22,0,450000,4
600346.186850002,4801026.75314,704,356 BLYTHEWOOD RD.   ,SO Other Single Detached Dwelling,25-005775,2025/04/04 00:00:00+00,2025/05/01 00:00:00+00,New,Attached Deck,Final,ZC-223/25,0,8300,4
600349.272140002,4801088.55167,706,369 BLYTHEWOOD RD.   ,PL Plumbing,25-021087,2025/11/05 00:00:00+00,2025/11/06 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,14587,4
600276.625000002,4801087.0,707,386 BLYTHEWOOD RD.   ,SO Other Single Detached Dwelling,22-025234,2022/12/07 00:00:00+00,2023/01/25 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,50000,4
600267.187520002,4801100.0,708,390 BLYTHEWOOD RD.   ,SO Other Single Detached Dwelling,24-002760,2024/02/15 00:00:00+00,2024/03/04 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,150000,4
597021.437480003,4805262.5,709,4140 BONAVISTA CRES.   ,SO Other Single Detached Dwelling,25-003397,2025/02/25 00:00:00+00,2025/03/12 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,15000,6
597095.375000002,4805204.5,710,4103 BONAVISTA CRES.   ,SO Other Single Detached Dwelling,24-000414,2024/01/05 00:00:00+00,2024/02/26 00:00:00+00,New,Accessory Building,Final,ZC-734/23,0,18500,6
597134.687520002,4805242.5,711,4109 BONAVISTA CRES.   ,SO Other Single Detached Dwelling,25-003021,2025/02/20 00:00:00+00,2025/04/14 00:00:00+00,New,Attached Deck,Final,ZC-657/24,0,15000,6
595555.312480003,4798784.0,712,1327 BONNIE CRT.   ,PL Plumbing,24-024106,2024/12/13 00:00:00+00,2024/12/17 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,5000,2
595563.250000002,4798775.0,713,1325 BONNIE CRT.   ,PL Plumbing,24-023423,2024/12/02 00:00:00+00,2024/12/03 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,3000,2
591541.009510002,4793618.43503,714,961 BONNIEVIEW AVE.   ,SO Other Single Detached Dwelling,23-004239,2023/03/16 00:00:00+00,2023/04/06 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-524/22,0,80000,1
591529.759510002,4793628.93503,715,963 BONNIEVIEW AVE.   ,PL Plumbing,23-007901,2023/05/05 00:00:00+00,2023/05/11 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,20000,1
591510.895460002,4793653.15653,716,973 BONNIEVIEW AVE.   ,SO Other Single Detached Dwelling,24-000968,2024/01/16 00:00:00+00,2024/01/24 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,15000,1
592723.214170002,4794523.49223,717,885 BOOTHMAN AVE.   ,SO Other Single Detached Dwelling,23-007996,2023/05/05 00:00:00+00,2023/06/25 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-004/23,0,450000,1
592672.250000002,4794506.5,719,892 BOOTHMAN AVE.   ,SO Other Single Detached Dwelling,26-002392,2026/02/09 00:00:00+00,2026/03/17 00:00:00+00,New,Detached Garage,Issued,ZC-744/24,0,30000,1
592515.751760002,4794714.20596,723,957 BOOTHMAN AVE.   ,SO Other Single Detached Dwelling,25-017035,2025/09/08 00:00:00+00,2025/09/19 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,8000,1
592515.751760002,4794714.20596,724,957 BOOTHMAN AVE.   ,PL Plumbing,25-015239,2025/08/12 00:00:00+00,2025/08/21 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,4000,1
596699.879360002,4806258.40352,726,2511 BOROS RD.   ,M9 Multi-Res (Part 9),23-022131,2023/11/21 00:00:00+00,2023/12/01 00:00:00+00,Renovation (No ZC Reqd),Row Townhouse,Issued,,0,20905,6
591072.909310002,4793573.66785,729,1046 BOTANICAL DR.   ,SO Other Single Detached Dwelling,25-003288,2025/02/25 00:00:00+00,2025/04/02 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,20000,1
602628.000000002,4802833.0,730,178 BOXLEY RD.   ,SO Other Single Detached Dwelling,25-022279,2025/11/20 00:00:00+00,2025/12/02 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,25000,5
602813.062480003,4802655.5,731,112 BOXLEY RD.   ,SO Other Single Detached Dwelling,23-007670,2023/05/02 00:00:00+00,2023/12/18 00:00:00+00,Addition,Single Detached Dwelling,Final,,0,30000,5
602813.062480003,4802655.5,732,112 BOXLEY RD.   ,SO Other Single Detached Dwelling,24-008157,2024/04/26 00:00:00+00,2024/06/04 00:00:00+00,New,Accessory Dwelling Units,Issued,ZC-211/24,1,10000,5
597638.099740002,4806251.09819,735,5244 BRADA CRES.   ,SO Other Single Detached Dwelling,25-006941,2025/04/22 00:00:00+00,2025/05/15 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,10000,5
597603.912610002,4806284.93157,736,5252 BRADA CRES.   ,SO Other Single Detached Dwelling,23-001441,2023/01/25 00:00:00+00,2023/02/10 00:00:00+00,New,Attached Deck,Final,,0,30000,5
600584.562480003,4802801.0,737,5018 BRADY AVE.   ,PL Plumbing,24-014904,2024/07/29 00:00:00+00,2024/07/31 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,3450,5
600592.312520002,4802793.5,738,5020 BRADY AVE.   ,PL Plumbing,24-017245,2024/08/27 00:00:00+00,2024/08/29 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,2000,5
600709.815930002,4802795.38779,739,5052 BRADY AVE.   ,DS Designated Structure,25-008404,2025/05/14 00:00:00+00,2025/05/22 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Issued,,,20850,5
600734.190930002,4802830.38779,740,5060 BRADY AVE.   ,SO Other Single Detached Dwelling,25-013401,2025/07/18 00:00:00+00,2025/08/06 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,100000,5
600760.219090003,4802944.24928,741,5077 BRADY AVE.   ,SO Other Single Detached Dwelling,23-005629,2023/04/03 00:00:00+00,2023/08/09 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,20000,5
599249.765950003,4801034.52913,742,3520 BRAEMORE PL.   ,PL Plumbing,24-000675,2024/01/09 00:00:00+00,2024/01/17 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,6000,4
599216.250000002,4801146.5,743,627 BRAEMORE RD.   ,SO Other Single Detached Dwelling,25-010699,2025/06/12 00:00:00+00,2025/06/20 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,69450,4
596904.418780003,4798132.92248,746,638 BRANT ST.   ,GP Institutional/Government,23-012225,2023/06/22 00:00:00+00,2023/08/28 00:00:00+00,Accessory Building - New,Elementary School,Final,ZC-454/23,,20000,2
596904.418780003,4798132.92248,747,638 BRANT ST.   ,GP Institutional/Government,25-007958,2025/11/10 00:00:00+00,2025/12/19 00:00:00+00,Renovation (No ZC Reqd),Elementary School,Issued,,,170000,2
596904.418780003,4798132.92248,748,638 BRANT ST.   ,GP Institutional/Government,25-007958,2025/05/07 00:00:00+00,2025/08/08 00:00:00+00,Renovation (No ZC Reqd),Elementary School,Issued,,,400000,2
597379.687520002,4797800.5,750,447 BRANT ST.   ,CP Commercial,22-025551,2022/12/13 00:00:00+00,2024/06/11 00:00:00+00,Repair,Commercial - Retail,Final,ZC-656/22,,50000,2
595690.516120003,4799260.16932,754,1069 BRANT ST.   ,SO Other Single Detached Dwelling,26-005064,2026/03/17 00:00:00+00,2026/04/02 00:00:00+00,Demolition -Building,Single Detached Dwelling,Issued,,,20000,2
595680.016120003,4799270.16932,757,1073 BRANT ST.   ,SO Other Single Detached Dwelling,26-005062,2026/03/17 00:00:00+00,2026/04/02 00:00:00+00,Demolition -Building,Single Detached Dwelling,Issued,,,20000,2
595669.016120003,4799280.66932,760,1077 BRANT ST.   ,SO Other Single Detached Dwelling,26-005061,2026/03/17 00:00:00+00,2026/04/02 00:00:00+00,Demolition -Building,Single Detached Dwelling,Issued,,,20000,2
596421.890200002,4798679.46109,761,823 BRANT ST.   ,PL Plumbing,22-022480,2022/10/21 00:00:00+00,2022/10/24 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,4000,2
596668.857220002,4798378.62399,766,730 BRANT ST.   ,CP Commercial,26-007292,2026/04/22 00:00:00+00,2026/05/07 00:00:00+00,Demolition -Building,Office,Issued,,,316860,2
596457.312480003,4798559.0,767,796 BRANT ST.   ,CP Commercial,22-019558,2022/09/08 00:00:00+00,2023/01/03 00:00:00+00,Renovation (No ZC Reqd),Commercial - Retail,Final,,,15000,2
596406.158290002,4798594.39083,768,814 BRANT ST.   ,CP Commercial,23-021676,2023/11/13 00:00:00+00,2024/06/28 00:00:00+00,Renovation (No ZC Reqd),Restaurant,Final,,,40000,2
596180.687520002,4798809.0,769,892 BRANT ST.   ,CP Commercial,23-000995,2023/01/16 00:00:00+00,2023/10/12 00:00:00+00,Renovation,Commercial - Retail,Final,,,100000,2
596081.460910003,4798848.05586,770,920 BRANT ST.   ,CP Commercial,24-021181,2024/10/25 00:00:00+00,2024/11/22 00:00:00+00,Renovation,Commercial - Business/Personal Serv.,Final,ZC-696/24,,50000,2
597207.114110002,4797893.47891,771,510 BRANT ST.   ,CP Commercial,24-012322,2024/06/21 00:00:00+00,2024/07/11 00:00:00+00,Renovation (No ZC Reqd),Bank/Financial Institution,Final,,,75000,2
597207.114110002,4797893.47891,772,510 BRANT ST.   ,CP Commercial,24-012863,2024/06/27 00:00:00+00,2024/08/29 00:00:00+00,Addition,Bank/Financial Institution,Final,ZC-878/23,,200000,2
597117.125000002,4797968.5,774,540 BRANT ST.   ,PL Plumbing,22-018595,2022/08/25 00:00:00+00,2022/09/07 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,4500,2
597094.687520002,4797989.0,775,552 BRANT ST.   ,CP Commercial,23-018545,2024/07/10 00:00:00+00,2024/10/04 00:00:00+00,Repair (No ZC Reqd),Commercial - Business/Personal Serv.,Final,ZC-714/23,,0,2
597094.687520002,4797989.0,777,552 BRANT ST.   ,CP Commercial,23-018545,2025/06/10 00:00:00+00,2025/07/17 00:00:00+00,Repair (No ZC Reqd),Commercial - Business/Personal Serv.,Final,ZC-714/23,,2000,2
597094.687520002,4797989.0,778,552 BRANT ST.   ,CP Commercial,24-014073,2024/07/16 00:00:00+00,2024/09/05 00:00:00+00,Addition,Office,Final,ZC-428/24,,15000,2
597094.687520002,4797989.0,779,552 BRANT ST.   ,CP Commercial,23-018545,2023/09/19 00:00:00+00,2023/12/14 00:00:00+00,Renovation,Commercial - Business/Personal Serv.,Final,ZC-714/23,,150000,2
597083.500000002,4797999.5,780,560 BRANT ST.   ,CP Commercial,22-000379,2023/06/21 00:00:00+00,2023/09/28 00:00:00+00,Renovation (No ZC Reqd),Office,Final,,,1000,2
595483.696170002,4799728.39875,784,1225 BRANT ST.   ,CP Commercial,24-014373,2024/07/18 00:00:00+00,2024/08/15 00:00:00+00,Renovation (No ZC Reqd),Retail Store,Final,,,150000,3
597450.125000002,4797664.5,786,400 BRANT ST.   ,CP Commercial,24-005482,2024/03/26 00:00:00+00,2025/03/04 00:00:00+00,Renovation,Restaurant,Final,,,3500,2
595178.309390002,4799437.6272,787,1200 BRANT ST.   ,CP Commercial,24-018676,2025/03/14 00:00:00+00,2025/04/10 00:00:00+00,Renovation (No ZC Reqd),Retail Store,Final,ZC-583/24,,0,1
595178.309390002,4799437.6272,789,1200 BRANT ST.   ,CP Commercial,25-018522,2025/09/24 00:00:00+00,2025/12/08 00:00:00+00,Renovation (No ZC Reqd),Restaurant,Final,,,50000,1
595178.309390002,4799437.6272,790,1200 BRANT ST.   ,CP Commercial,24-012864,2024/06/28 00:00:00+00,2024/09/17 00:00:00+00,Renovation,Day Care Facility,Final,ZC-412/24,,100000,1
595178.309390002,4799437.6272,791,1200 BRANT ST.   ,CP Commercial,25-022396,2025/11/24 00:00:00+00,2026/01/30 00:00:00+00,Repair (No ZC Reqd),Retail Store,Issued,,,100000,1
595178.309390002,4799437.6272,792,1200 BRANT ST.   ,CP Commercial,25-004752,2025/03/20 00:00:00+00,2025/04/10 00:00:00+00,Renovation,Retail Store,Final,ZC-147/25,,200000,1
595178.309390002,4799437.6272,793,1200 BRANT ST.   ,CP Commercial,24-021262,2024/10/25 00:00:00+00,2024/12/02 00:00:00+00,Renovation,Medical Office,Final,ZC-630/24,,300000,1
595178.309390002,4799437.6272,794,1200 BRANT ST.   ,CP Commercial,24-018676,2024/09/13 00:00:00+00,2024/12/06 00:00:00+00,Renovation,Retail Store,Final,ZC-583/24,,1750000,1
595060.062520002,4799914.5,795,1301 BRANT ST.   ,GP Institutional/Government,24-010907,2024/06/04 00:00:00+00,2024/08/13 00:00:00+00,Renovation,Institutional/Government Facility,Final,ZC-296/24,,10000,3
595060.062520002,4799914.5,797,1301 BRANT ST.   ,GP Institutional/Government,24-023546,2024/12/03 00:00:00+00,2025/03/03 00:00:00+00,Renovation,Institutional/Government Facility,Final,ZC-560/24,,200000,3
597549.250000002,4797634.5,798,375 BRANT ST.   ,CP Commercial,22-014126,2022/07/06 00:00:00+00,2022/09/16 00:00:00+00,Renovation,Retail Store,Final,ZC-359/22,,259367.04,2
597320.875000002,4797789.0,800,460 BRANT ST.   ,CP Commercial,22-013308,2022/06/27 00:00:00+00,2022/07/06 00:00:00+00,Renovation (No ZC Reqd),Office,Final,,,150000,2
596608.812480003,4798414.0,802,760 BRANT ST.   ,CP Commercial,25-021919,2025/11/18 00:00:00+00,2025/12/16 00:00:00+00,Sprinkler/Standpipe System (No ZC Reqd),Medical Office,Issued,,,2500,2
596608.812480003,4798414.0,804,760 BRANT ST.   ,CP Commercial,25-010757,2025/06/12 00:00:00+00,2025/08/18 00:00:00+00,Renovation,Commercial - Business/Personal Serv.,Final,ZC-271/25,,100000,2
596608.812480003,4798414.0,805,760 BRANT ST.   ,CP Commercial,25-007161,2025/04/28 00:00:00+00,2025/08/20 00:00:00+00,Renovation,Medical Office,Issued,ZC-178/25,,350000,2
596608.812480003,4798414.0,806,760 BRANT ST.   ,IP Industrial,24-005036,2024/03/19 00:00:00+00,2024/03/26 00:00:00+00,Repair (No ZC Reqd),Storage Garage,Final,,,1600000,2
596474.437480003,4798542.0,807,792 BRANT ST.   ,CP Commercial,24-023434,2024/11/29 00:00:00+00,2025/02/19 00:00:00+00,Renovation,Retail Store,Final,ZC-699/24,,10000,2
594996.590290003,4799712.50591,808,1250 BRANT ST.   ,PL Plumbing,22-019699,2022/09/09 00:00:00+00,2022/10/11 00:00:00+00,Backflow Prevention Device,Commercial,Final,,,2000,1
594996.590290003,4799712.50591,809,1250 BRANT ST.   ,CP Commercial,26-000919,2026/01/12 00:00:00+00,2026/01/30 00:00:00+00,Fire Alarm (no ZC required),Retail Store,Issued,,,50000,1
594996.590290003,4799712.50591,810,1250 BRANT ST.   ,CP Commercial,25-012309,2025/07/04 00:00:00+00,2025/10/07 00:00:00+00,Renovation,Commercial - Business/Personal Serv.,Final,ZC-542/25,,60000,1
594996.590290003,4799712.50591,811,1250 BRANT ST.   ,CP Commercial,24-018352,2024/09/12 00:00:00+00,2024/12/19 00:00:00+00,Renovation,Hair Styling/Barber/Beauty Parlour,Final,ZC-563/24,,370000,1
594996.590290003,4799712.50591,812,1250 BRANT ST.   ,CP Commercial,22-022893,2022/10/28 00:00:00+00,2022/11/08 00:00:00+00,Repair (No ZC Reqd),Commercial - Retail,Final,,,703853,1
597337.557590002,4797828.31005,815,463 BRANT ST.   ,CP Commercial,25-019947,2025/10/21 00:00:00+00,2026/04/13 00:00:00+00,Renovation,Commercial - Retail,Issued,,,500000,2
597339.620070002,4797825.31005,817,461 BRANT ST.   ,CP Commercial,25-019947,2025/10/21 00:00:00+00,2026/04/13 00:00:00+00,Renovation,Commercial - Retail,Issued,,,500000,2
597342.870070002,4797822.81005,819,459 BRANT ST.   ,CP Commercial,25-019947,2025/10/21 00:00:00+00,2026/04/13 00:00:00+00,Renovation,Commercial - Retail,Issued,,,500000,2
596220.666760002,4798903.82942,821,901 BRANT ST.   ,CP Commercial,25-006668,2025/04/17 00:00:00+00,2025/05/30 00:00:00+00,Renovation,Restaurant,Final,ZC-167/25,,500000,2
595172.767880002,4799626.70112,822,1220 BRANT ST.   ,CP Commercial,22-004560,2022/12/06 00:00:00+00,2023/02/26 00:00:00+00,Renovation,Restaurant,Final,,,0,1
595172.767880002,4799626.70112,823,1220 BRANT ST.   ,CP Commercial,24-017751,2024/09/03 00:00:00+00,2024/11/13 00:00:00+00,Renovation,Restaurant,Final,ZC-593/24,,10000,1
595172.767880002,4799626.70112,825,1220 BRANT ST.   ,CP Commercial,22-019107,2022/09/01 00:00:00+00,2022/10/07 00:00:00+00,Renovation (No ZC Reqd),Restaurant,Final,ZEXM-050/22,,50000,1
595172.767880002,4799626.70112,826,1220 BRANT ST.   ,CP Commercial,23-019917,2023/10/13 00:00:00+00,2023/12/14 00:00:00+00,Renovation,Restaurant,Final,ZC-710/23,,100000,1
595172.767880002,4799626.70112,828,1220 BRANT ST.   ,CP Commercial,23-012025,2023/06/15 00:00:00+00,2023/08/09 00:00:00+00,Renovation,Restaurant,Final,ZC-484/23,,330000,1
595809.312480003,4799158.0,830,1035 BRANT ST.   ,CP Commercial,26-004438,2026/03/10 00:00:00+00,2026/05/14 00:00:00+00,Renovation,Restaurant,Issued,ZC-101/26,,30000,2
595809.312480003,4799158.0,831,1035 BRANT ST.   ,CP Commercial,24-015355,2024/08/06 00:00:00+00,2024/09/05 00:00:00+00,Renovation,Commercial - Business/Personal Serv.,Final,ZC-470/24,,40000,2
595809.312480003,4799158.0,832,1035 BRANT ST.   ,CP Commercial,24-024423,2024/12/19 00:00:00+00,2025/08/20 00:00:00+00,Renovation,Medical Office,Final,ZC-753/24,,60000,2
595809.312480003,4799158.0,833,1035 BRANT ST.   ,CP Commercial,22-025168,2022/11/28 00:00:00+00,2023/02/16 00:00:00+00,Renovation,Restaurant,Final,ZC-691/22,,128937.6,2
595809.312480003,4799158.0,834,1035 BRANT ST.   ,CP Commercial,23-023590,2023/12/15 00:00:00+00,2024/03/22 00:00:00+00,Renovation,Restaurant,Final,ZC-897/23,,236800,2
595809.312480003,4799158.0,835,1035 BRANT ST.   ,CP Commercial,24-021088,2024/10/22 00:00:00+00,2024/12/20 00:00:00+00,Renovation,Restaurant,Final,ZC-668/24,,238000,2
595158.187520002,4799843.0,836,1275 BRANT ST.   ,M3 Multi-Res (Part 3),25-006061,2025/04/08 00:00:00+00,2025/05/20 00:00:00+00,Fire Alarm (no ZC required),Apartment,Final,,0,5800,3
595219.437480003,4799802.5,837,1259 BRANT ST.   ,M3 Multi-Res (Part 3),25-006059,2025/04/09 00:00:00+00,2025/05/20 00:00:00+00,Fire Alarm (no ZC required),Apartment,Final,,0,5800,3
593416.375000002,4801521.0,839,2255 BRANT ST.   ,GP Institutional/Government,25-005961,2025/04/07 00:00:00+00,2025/05/22 00:00:00+00,Renovation,Community Centre,Issued,ZC-038/25,,3750000,3
597250.478000002,4797861.38107,840,494 BRANT ST.   ,CP Commercial,24-010545,2024/05/29 00:00:00+00,2024/09/05 00:00:00+00,Renovation,Restaurant,Final,ZC-170/24,,75000,2
597250.478000002,4797861.38107,841,494 BRANT ST.   ,CP Commercial,24-024500,2024/12/19 00:00:00+00,2025/03/26 00:00:00+00,Renovation,Retail Store,Final,ZC-725/24,,110000,2
597244.151820002,4797867.27593,842,498 BRANT ST.   ,CP Commercial,24-024500,2024/12/19 00:00:00+00,2025/03/26 00:00:00+00,Renovation,Retail Store,Final,ZC-725/24,,110000,2
597405.875000002,4797699.5,846,426 BRANT ST.   ,GP Institutional/Government,22-003722,2022/10/13 00:00:00+00,2022/11/18 00:00:00+00,Renovation,Institutional/Government Facility,Final,ZC-987/21,,0,2
597405.875000002,4797699.5,847,426 BRANT ST.   ,GP Institutional/Government,21-027706,2023/05/19 00:00:00+00,2023/06/19 00:00:00+00,Renovation,Institutional/Government Facility,Final,,,0,2
597405.875000002,4797699.5,850,426 BRANT ST.   ,GP Institutional/Government,25-012350,2025/07/04 00:00:00+00,2025/07/22 00:00:00+00,Renovation (No ZC Reqd),Office,Issued,,,140000,2
597405.875000002,4797699.5,852,426 BRANT ST.   ,GP Institutional/Government,23-020968,2023/10/31 00:00:00+00,2024/02/01 00:00:00+00,Renovation (No ZC Reqd),Office,Final,,,200000,2
597405.875000002,4797699.5,855,426 BRANT ST.   ,GP Institutional/Government,26-007972,2026/04/27 00:00:00+00,2026/05/29 00:00:00+00,Demolition- Partial Building,Institutional/Government Facility,Issued,,,4328000,2
597405.875000002,4797699.5,856,426 BRANT ST.   ,GP Institutional/Government,26-000557,2025/12/22 00:00:00+00,2026/05/29 00:00:00+00,Addition,Institutional/Government Facility,Issued,,,6000000,2
595690.220650002,4799192.06957,857,1056 BRANT ST.   ,SO Other Single Detached Dwelling,23-014847,2023/07/28 00:00:00+00,2023/08/17 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,12000,2
595677.242010002,4799202.68626,858,1060 BRANT ST.   ,SO Other Single Detached Dwelling,24-021420,2024/10/29 00:00:00+00,2024/10/31 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,10000,2
593872.562520002,4801042.5,859,2201 BRANT ST.   ,PL Plumbing,22-014368,2022/07/08 00:00:00+00,2022/08/02 00:00:00+00,Backflow Prevention Device,Commercial,Final,,,2000,3
593872.562520002,4801042.5,860,2201 BRANT ST.   ,CP Commercial,24-007832,2024/04/22 00:00:00+00,2024/06/12 00:00:00+00,Kitchen System (No ZC Reqd),Restaurant,Final,,,30000,3
593872.562520002,4801042.5,861,2201 BRANT ST.   ,CP Commercial,25-012577,2025/07/08 00:00:00+00,2025/08/18 00:00:00+00,Renovation,Commercial - Business/Personal Serv.,Final,ZC-564/25,,60000,3
593872.562520002,4801042.5,862,2201 BRANT ST.   ,CP Commercial,25-021593,2025/11/12 00:00:00+00,2025/12/23 00:00:00+00,Renovation,Restaurant,Final,ZC-920/25,,80000,3
593872.562520002,4801042.5,863,2201 BRANT ST.   ,CP Commercial,26-006969,2026/04/14 00:00:00+00,2026/05/22 00:00:00+00,Renovation,Medical Office,Issued,ZC-188/26,,100000,3
593872.562520002,4801042.5,864,2201 BRANT ST.   ,CP Commercial,24-010281,2024/05/24 00:00:00+00,2024/07/29 00:00:00+00,Renovation,Restaurant,Final,ZC-249/24,,420000,3
597595.250000002,4797587.5,867,353 BRANT ST.   ,CP Commercial,24-020286,2025/08/29 00:00:00+00,2025/12/11 00:00:00+00,Renovation (No ZC Reqd),Restaurant,Issued,ZC-587/24,,1250,2
597595.250000002,4797587.5,868,353 BRANT ST.   ,CP Commercial,24-020286,2026/05/04 00:00:00+00,2026/05/11 00:00:00+00,Renovation (No ZC Reqd),Restaurant,Issued,ZC-587/24,,1250,2
597595.250000002,4797587.5,869,353 BRANT ST.   ,CP Commercial,24-020286,2024/10/11 00:00:00+00,2025/02/20 00:00:00+00,Renovation,Restaurant,Issued,ZC-587/24,,278401,2
597108.652240003,4798118.9106,870,581 BRANT ST.   ,CP Commercial,23-015110,2024/03/20 00:00:00+00,2024/03/26 00:00:00+00,Kitchen System (No ZC Reqd),Restaurant,Final,ZC-608/23,,0,2
597108.652240003,4798118.9106,871,581 BRANT ST.   ,CP Commercial,23-015110,2023/07/31 00:00:00+00,2023/10/04 00:00:00+00,Renovation,Restaurant,Final,ZC-608/23,,300000,2
593933.335470002,4800833.55194,874,2130 BRANT ST.   ,GP Institutional/Government,23-022653,2023/11/30 00:00:00+00,2024/04/05 00:00:00+00,Renovation (No ZC Reqd),Institutional/Government Facility,Issued,,,156000,1
593679.704520002,4801078.6568,875,2222 BRANT ST.   ,CP Commercial,25-015160,2025/08/07 00:00:00+00,2025/08/29 00:00:00+00,Renovation (No ZC Reqd),Bank/Financial Institution,Final,,,98791.76,1
594104.985210002,4800674.16819,877,2070 BRANT ST.   ,M9 Multi-Res (Part 9),24-013069,2024/07/03 00:00:00+00,2024/07/19 00:00:00+00,Renovation (No ZC Reqd),Row Townhouse,Final,,0,50000,1
